id,name,price,originalprice,discountpercentage,rating,detail,platform,productmasterid,createdat
209,Citra Natural Booster Body Serum Fresh Glow with 20x Niacinamide + Hyaluronic Acid [180 mL],24300,29550,18.0,4.9,180mL,blibli,UNP-10819-02474,07-Aug-25
210,Dove Conditioner Nutritive Total Damage Treatment [ 160 mL],31900,33850,6.0,4.7,160mL,blibli,UNP-10819-00283,07-Aug-25
211,LIFEBUOY Cool Fresh refill Sabun Cair [Refill/250 mL],16700,20775,20.0,4.8,250mL,blibli,UNP-10819-00546,07-Aug-25
212,Vaseline Lotion Intensive Care Advanced Strength 200ml,32200,36100,11.0,4.8,200ml,blibli,UNP-10819-00269,07-Aug-25
213,Pepsodent Nanosoft Sensitive Soft Multipack Toothbrush [2 pcs],21000,27000,22.0,4.8,,blibli,UNP-10819-00496,07-Aug-25
214,Vaseline Repairing Jelly Original [100 mL],46500,55250,16.0,4.8,100mL,blibli,UNP-10819-00835,07-Aug-25
215,Lux Sabun Cair White Velvet Touch Refill 825 mL Twinpack [2 Pcs],74000,98050,25.0,4.9,825mL,blibli,UNP-10819-02684,07-Aug-25
216,Sunsilk Conditioner Black Shine [160 mL],29900,31750,6.0,4.7,160mL,blibli,UNP-10819-00291,07-Aug-25
217,Lifebuoy Sabun Mandi Cair Anti Bacterial Body Wash Total 10 100% Lebih Kuat Lawan Kuman Berbahaya [100 mL],14900,18100,18.0,4.7,100mL,blibli,UNP-10819-00550,07-Aug-25
218,Rexona Women Anti-Perspirant Shower Clean Deodorant Spray [135 mL],37100,49900,26.0,4.7,135mL,blibli,UNP-10819-00662,07-Aug-25
219,Vaseline Healthy Bright Gluta Hyaluron & Peptide Serum Overnight Repair Body Lotion 200 mL,53100,71400,26.0,4.8,200mL,blibli,UNP-10819-03890,07-Aug-25
220,Dove Deeply Nourishing Body Wash Pump 550ml,67000,81400,18.0,4.8,550ml,blibli,UNP-10819-00281,07-Aug-25
221,Vaseline Healthy Bright Gluta Hyaluron & Peptide Serum Overnight Repair Body Lotion 330 mL,72700,97800,26.0,4.9,330mL,blibli,UNP-10819-03891,07-Aug-25
222,Rexona Women Powder Dry Antiperspirant Roll On Deodorant 45 mL,17700,22800,22.0,4.9,45mL,blibli,UNP-10819-02511,07-Aug-25
223,Citra Natural Booster Body Serum Insta-Glow with 20X Niacinamide + Hyaluronic Acid [180 mL],22500,29550,24.0,4.9,180mL,blibli,UNP-10819-04297,07-Aug-25
224,[Day & Night] Pepsodent Sensitive Mineral Expert Relief & Protect Fresh [100 g] + Pepsodent Gum Expert Fresh Pasta Gigil [100 g],81100,81100,0.0,0.0,100g 100g,blibli,UNP-10819-05099,07-Aug-25
225,Vaseline Healthy Bright Gluta-Glow + Hyaluron 330 mL [Triple Pack],204700,275600,26.0,4.9,330mL,blibli,UNP-10819-04356,07-Aug-25
226,Sunsilk Sampo Soft & Smooth [900 mL] - Twinpack,166400,205600,19.0,4.9,900mL,blibli,UNP-10819-04081,07-Aug-25
227,[Buy 1 Get 4 Free] Dove Perawatan Rambut Rontok Shampoo 1400 mL + Free Serum Kondisioner [160 mL x 3 pcs] + Free Creambath Sachet 30 g,155700,262250,41.0,5.0,1400mL 160mL 30g,blibli,UNP-10819-05200,07-Aug-25
228,Vaseline Healthy Bright Gluta-Hyaluron Serum Burst Flawless Bright UV Lotion 200 mL,48200,64900,26.0,4.9,200mL,blibli,UNP-10819-03436,07-Aug-25
229,Buy 2 Vaseline Gluta-Hya Serum Burst Sunscreen SPF 50 PA+++Body Serum [200 mL]Free Vaseline Rosy Tinted Lip Balm,250000,284000,12.0,5.0,200mL,blibli,UNP-10819-04844,07-Aug-25
230,[B1G1]Vaseline Gluta-Hya Serum Burst Sunscreen SPF 50 PA+++Body Serum 200 mL Free Vaseline Gluta-Hya&Peptide Serum Overnight Repair Body Lotion 200 mL,196400,196400,0.0,5.0,200mL 200mL,blibli,UNP-10819-05205,07-Aug-25
231,Vaseline Lotion Healthy Bright UV Extra Brightening [400 mL],52200,58600,11.0,4.8,400mL,blibli,UNP-10819-00413,07-Aug-25
232,Lifebuoy Japanese Shiso & Mineral Clay Body Wash Refill Pouch [380 mL],23000,29950,23.0,4.9,380mL,blibli,UNP-10819-03247,07-Aug-25
233,Vaseline Gluta-Hyaluron Serum Burst Flawless Bright UV Lotion [200 mL] + Vaseline Daily Sun Refreshing Serum [170 mL] + Free HMNS Perfume Sample Size,174900,174900,0.0,0.0,200mL 170mL,blibli,UNP-10819-04599,07-Aug-25
234,Vaseline Lotion Healthy Bright UV Extra Brightening [100 mL],15800,17700,11.0,4.6,100mL,blibli,UNP-10819-00503,07-Aug-25
235,Close Up Toothbrush Precision Clean Ultra Soft Sikat Gigi [2 pcs / Random],20100,26300,24.0,5.0,,blibli,UNP-10819-05100,07-Aug-25
236,Rexona Men Ice Cool Roll-On Deodorant 45 mL,17200,22800,25.0,4.8,45mL,blibli,UNP-10819-00238,07-Aug-25
237,Dove Deeply Nourishing Kulit Halus Body Wash Refill 800 mL,46900,63875,27.0,4.9,800mL,blibli,UNP-10819-02961,07-Aug-25
238,Vaseline Lotion Healthy Bright UV Extra Brightening [200 mL],26900,30000,10.0,4.9,200mL,blibli,UNP-10819-00810,07-Aug-25
239,CLEAR Men Shampoo Anti Ketombe Menthol Fresh Active dengan 3 Cooling Factor untuk kesegaran hingga 48 jam serta sensasi extra dingin [70 mL],13200,15400,14.0,4.9,70mL,blibli,UNP-10819-03073,07-Aug-25
240,"CLEAR Shampoo Anti Ketombe Coconut Fresh & Fragrant, Kesegaran Tahan Lama 48 Jam dan Lawan Bau dengan 10x super vitamin [300 mL]",53000,61900,14.0,4.8,300mL,blibli,UNP-10819-03286,07-Aug-25
241,Pepsodent Pasta Gigi Center Fresh 160G,31900,31900,0.0,0.0,160G,indomaret,pasta-gigi-68222,07-Aug-25
242,Pepsodent Sikat Gigi Double Care Sensitive Mp3 Soft,35500,35500,0.0,0.0,,indomaret,sikat-gigi-double-care-21-1,07-Aug-25
243,Rinso Deterjen Liquid + Molto Refill Rose Fresh 1.65L,36700,36700,0.0,0.0,1.65L,indomaret,rinso-deterjen-liquid-molto-rose,07-Aug-25
244,Dove Deodorant Roll On Complete Care Original 40mL,29200,29200,0.0,0.0,40mL,indomaret,deodorant-aperspirant-roll-on,07-Aug-25
245,Glow & Lovely Multivitamin Facial Foam Derma Glow 100g,34600,34600,0.0,0.0,100g,indomaret,multivitamin-facial-foam-39484,07-Aug-25
246,Close Up Pasta Gigi Deep Action Menthol Fresh 110g,19500,19500,0.0,0.0,110g,indomaret,pasta-gigi-deep-action-33329,07-Aug-25
247,Pepsodent Pasta Gigi Action 123 + Whitening 190g,29900,29900,0.0,0.0,190g,indomaret,pasta-gigi-68201,07-Aug-25
248,Close Up Pasta Gigi Gel Green Menthol Fresh 65g,8700,8700,0.0,0.0,65g,indomaret,pasta-gigi-deep-action-68354,07-Aug-25
249,Rinso Detergen Powder Anti Noda + Molto Korean Strawberry 700g,19900,19900,0.0,0.0,700g,indomaret,rinso-deterjen-bubuk-korean-strawbery,07-Aug-25
250,Lifebuoy Sabun Mandi Cair Red 100Ml,18200,18200,0.0,0.0,100Ml,indomaret,body-wash-totalprotect-61811,07-Aug-25
251,Sayang Deterjen Liquid Konsentrat Romantic Rose 700mL,19900,19900,0.0,0.0,700mL,indomaret,deterjen-liquid-konsentrat,07-Aug-25
252,Lifebuoy Sabun Mandi Ts (46093) Total 10 110G,7600,7600,0.0,0.0,110G,indomaret,sabun-mandi-ts-46093,07-Aug-25
253,Super Pell Pembersih Lantai Anti-Bac Citrus 500mL,9900,9900,0.0,0.0,500mL,indomaret,pembersih-lantai-ref-7,07-Aug-25
254,Lifebuoy Sabun Mandi Cair Pump White 500Ml,58500,58500,0.0,0.0,500Ml,indomaret,body-wash-mild-care-pump-16909,07-Aug-25
255,Lifebuoy Sabun Mandi Cair Lemon Fresh 400Ml,25500,25500,0.0,0.0,400Ml,indomaret,sabun-mandi-cair-refill-12,07-Aug-25
256,Lifebuoy Sabun Mandi Ts Lemon Fresh 4X110g,23500,23500,0.0,0.0,4X110g,indomaret,sabun-mandi-ts-34270,07-Aug-25
257,Pond's Men White Boost Face Scrub 100G,44000,44000,0.0,0.0,100G,indomaret,face-scrub-men-37729,07-Aug-25
258,Glow & Lovely Multivitamin Cream Derma Glow 46g,45400,45400,0.0,0.0,46g,indomaret,multivitamin-cream-95399,07-Aug-25
259,Super Pell Pembersih Lantai Refill Fresh Apple 770Ml,15600,15600,0.0,0.0,770Ml,indomaret,pembersih-lnt-ref40692,07-Aug-25
260,Lux Sabun Mandi Cair Refill Magical Orchid 400mL,25500,25500,0.0,0.0,400mL,indomaret,body-wash-72671-refill-new,07-Aug-25
261,Lifebuoy Body Wash Total 10 Pump Red 500Ml,58500,58500,0.0,0.0,500Ml,indomaret,body-wash-total-10-16703pump,07-Aug-25
262,Vaseline Intensive Care Lotion Healthy Sunblock Spf-30 100Ml,71500,71500,0.0,0.0,100Ml,indomaret,intensive-care-lotion-71908,07-Aug-25
263,Ciptadent Sikat Gigi Diamond Clean 3'S Soft,8500,8500,0.0,0.0,,indomaret,sikat-gigi-diamond-clean-3s,07-Aug-25
264,Vaseline Body Lotion Healthy Bright Uv Extra Bright 200Ml,34500,34500,0.0,0.0,200Ml,indomaret,intnsvcare-wht-lotion-63145,07-Aug-25
265,Glow & Lovely Multivitamin Cream Derma Glow 23g,24800,24800,0.0,0.0,23g,indomaret,multivitamin-cream-95385,07-Aug-25
266,Vaseline Body Lotion Healthy Bright Uv Extra Bright 100Ml,20500,20500,0.0,0.0,100Ml,indomaret,intnsvcare-wht-lot63144,07-Aug-25
267,Lux Sabun Mandi Batang White Velvet Jasmine 3X110g,17500,17500,0.0,0.0,3X110g,indomaret,sabun-mandi-batang-white-1,07-Aug-25
268,Lifebuoy Sabun Mandi Ts Multipack 06105 Total 10 4X60g,16900,16900,0.0,0.0,4X60g,indomaret,sabun-mandi-ts-multipack-06105,07-Aug-25
269,Close Up Pasta Gigi Gel Green Ever Fresh 160G,23900,23900,0.0,0.0,160G,indomaret,pasta-gigi-deep-act6818064276,07-Aug-25
270,"Lifebuoy,Sabun Mandi Multipack Total 10 4X110g Bdd",23500,23500,0.0,0.0,4X110g,indomaret,sabun-mandi-multipack-45592,07-Aug-25
271,Lifebuoy Sabun Mandi Ts Multipack 05966 Mild Care 4X60g,16900,16900,0.0,0.0,4X60g,indomaret,sabun-mandi-ts-multipack-05966,07-Aug-25
272,Dove Roll On Deodorant Serum Niacinamide + Collagen 50mL,28500,28500,0.0,0.0,50mL,indomaret,roll-on-deodorant-serum,07-Aug-25
273,Lifebuoy Sabun Mandi Multipack Mild Care 4X110g,23500,23500,0.0,0.0,4X110g,indomaret,sabun-mandi-multipack-45593,07-Aug-25
274,Ponds Pelembab Wajah Day Cream Normal Skin Niasorcinol 20G,34000,34000,0.0,0.0,20G,indomaret,pelembab-wajah-day-cream-1,07-Aug-25
275,Blue Band Margarine Serbaguna 200G,9900,9900,0.0,0.0,200G,indomaret,blue-band-margarine-serbaguna-200G,07-Aug-25
276,Rinso Detergent Cair Sensi Fresh Korean Strawberry 360ml,10000,10000,0.0,0.0,360ml,indomaret,detergent-cair-sensi-fresh-2,07-Aug-25
277,Rinso Detergent Cair Sensi Fresh Japanese Peach 360mL,10000,10000,0.0,0.0,360mL,indomaret,detergent-cair-sensi-fresh-1,07-Aug-25
278,Rinso Detergent Cair Sensi Fresh Extra Lembut 360mL,10000,10000,0.0,0.0,360mL,indomaret,detergent-cair-sensi-fresh,07-Aug-25
279,Sunlight Pencuci Piring Reffill Extra Lembut 625mL,11900,11900,0.0,0.0,625mL,indomaret,pencuci-piring-ref-5,07-Aug-25
280,Vaseline Healthy White Sun + Pollution Protection Spf24 100Ml,25900,25900,0.0,0.0,100Ml,indomaret,body-lotion-spf-24-63142,07-Aug-25
281,Sunsilk Shampoo Soft & Smooth 170mL,57800,57800,0.0,0.0,170mL,indomaret,shampoo-23619,07-Aug-25
282,Lux Sabun Mandi Batang Pink Soft Rose 3X110g,17500,17500,0.0,0.0,3X110g,indomaret,sabun-mandi-batang-pink-1,07-Aug-25
283,Lifebuoy Shampoo Anti Ketombe Menthol Dingin 170mL,26900,26900,0.0,0.0,170mL,indomaret,shampoo-anti-ketombe-1,07-Aug-25
284,Wipol Pembersih Lantai Citrus Fresh 390mL,9900,9900,0.0,0.0,390mL,indomaret,pembersih-lantai-10,07-Aug-25
285,Sariwangi Teh Celup Asli 50X1.9G,13900,13900,0.0,0.0,50X1.9G,indomaret,teh-celup-19565,07-Aug-25
286,Lux Sabun Mandi Cair Refill Soft Rose 400mL,25500,25500,0.0,0.0,400mL,indomaret,body-wash-72670-refill-new,07-Aug-25
287,Buavita Juice Slim Jambu 250Ml,9500,9500,0.0,0.0,250Ml,indomaret,juice-slim-82314,07-Aug-25
288,Pepsodent Sikat Gigi Silver Charcoal Soft,22500,22500,0.0,0.0,,indomaret,sikat-gigi-silver-charcoal,07-Aug-25
289,Pepsodent Sikat Gigi Double Care Sensitive Single,18500,18500,0.0,0.0,,indomaret,sikat-gigi-double-care-71763,07-Aug-25
290,Buavita Juice Slim Apple 245mL,9500,9500,0.0,0.0,245mL,indomaret,buavita-juice-slim-apple-245,07-Aug-25
291,Buavita Juice Orange 1000Ml,30500,30500,0.0,0.0,1000Ml,indomaret,buavita-juice-orange-1000,07-Aug-25
292,Buavita Orange 250Ml,9500,9500,0.0,0.0,250Ml,indomaret,juice-slim-82317,07-Aug-25
293,Buavita Guava 1L,30500,30500,0.0,0.0,1L,indomaret,buavita-juice-guava-1000,07-Aug-25
294,Buavita Juice Slim Lychee 245mL,9500,9500,0.0,0.0,245mL,indomaret,buavita-juice-slim-lychee-245,07-Aug-25
295,Larisst Detergent Cair Spring Garden 750mL,16900,16900,0.0,0.0,750mL,indomaret,detergent-cair-9,07-Aug-25
296,Lifebuoy Shampoo Strong & Shiny 430mL,58500,58500,0.0,0.0,430mL,indomaret,shampoo-17,07-Aug-25
297,Lifebuoy Shampoo Strong & Shiny 170Ml,26900,26900,0.0,0.0,170Ml,indomaret,shampoo-23511,07-Aug-25
298,Buavita Jus Buah Asli Mangga 245mL,9500,9500,0.0,0.0,245mL,indomaret,juice-slim-82313,07-Aug-25
299,Lifebuoy Shampoo Strong & Shiny 340Ml,46900,46900,0.0,0.0,340Ml,indomaret,shampoo-23519,07-Aug-25
300,Pepsodent Pasta Gigi White 225G,17900,17900,0.0,0.0,225G,indomaret,pasta-gigi-74317,07-Aug-25
301,Sunlight Pencuci Piring Korean Strawberry 560mL,11900,11900,0.0,0.0,560mL,indomaret,pencuci-piring-ref-4,07-Aug-25
302,Ponds Pembersih Wajah Bright Beauty Niasorcinol 100G,40900,40900,0.0,0.0,100G,indomaret,pembersih-wajah-new-8,07-Aug-25
303,Sunlight Pencuci Piring Lime 420mL,9900,9900,0.0,0.0,420mL,indomaret,sunlight-pencuci-piring-lime,07-Aug-25
304,Lifebuoy Shampoo Anti Dandruff 170Ml,26900,26900,0.0,0.0,170Ml,indomaret,shampoo-ad-23512,07-Aug-25
305,Lifebuoy Shampoo Anti Dandruff 70Ml,14800,14800,0.0,0.0,70Ml,indomaret,shampoo-ad-23515,07-Aug-25
306,Lifebuoy Shampoo Anti Dandruff 340Ml,46900,46900,0.0,0.0,340Ml,indomaret,shampoo-ad-23521,07-Aug-25
307,Ponds Pembersih Wajah Facial Foam Pure Bright/Charcoal 100g,43100,43100,0.0,0.0,100g,indomaret,ponds-facial-foam-pure-bright-100g,07-Aug-25
308,Sunsilk Shampoo Soft & Smooth 320mL,52500,52500,0.0,0.0,320mL,indomaret,sunsilk-shampoo-soft-smooth-320ml,07-Aug-25
309,Sunsilk Shampoo Black Shine 320mL,52500,52500,0.0,0.0,320mL,indomaret,sunsilk-shampoo-black-shine-320ml,07-Aug-25
310,Sunlight Pencuci Piring Ref Biocare Nature 600mL,11900,11900,0.0,0.0,600mL,indomaret,pencuci-piring-ref-8,07-Aug-25
311,Sayang Deterjen Liquid Konsentrat Original 700mL,19900,19900,0.0,0.0,700mL,indomaret,deterjen-liquid-konsentrat-1,07-Aug-25
312,Sunlight Pencuci Piring Lime 910mL,15900,15900,0.0,0.0,910mL,indomaret,sunlight-pencuci-lime-910ml,07-Aug-25
313,Sunlight Pencuci Piring Mint Anti Bau 600mL,11900,11900,0.0,0.0,600mL,indomaret,sunlight-pencuci-piring-anti-bau-650ml,07-Aug-25
314,Sunlight Pencuci Piring Jeruk Nipis 650mL,11900,11900,0.0,0.0,650mL,indomaret,sunlight-pencuci-piring-lime-650ml,07-Aug-25
315,Vixal Pembersih Porselin Green 750mL,18300,18300,0.0,0.0,750mL,indomaret,pembersih-porselin-41404,07-Aug-25
316,Wipol Karbol Wangi Cemara 750Ml,20400,20400,0.0,0.0,750Ml,indomaret,karbol-wangi-domestos-rf-40791,07-Aug-25
317,Wipol Karbol Wangi Lemon 750Ml,20400,20400,0.0,0.0,750Ml,indomaret,karbol-wangi-40785,07-Aug-25
318,Sunsilk Shampoo Co-Creations Black Shine 70mL,15500,15500,0.0,0.0,70mL,indomaret,sunsilk-shampoo-black-shine-80ml,07-Aug-25
319,Sunsilk Konditioner Black Shine 160mL,36500,36500,0.0,0.0,160mL,indomaret,sunsilk-kondisioner-black-shine-160ml,07-Aug-25
320,Dove Deodorant Roll On Ultimate Repair 40mL,29200,29200,0.0,0.0,40mL,indomaret,deo-aperspirnt-roll-on-77165,07-Aug-25
321,Rinso Deterjen Liquid Front Load 1.45L,75100,75100,0.0,0.0,1.45L,indomaret,deterjen-liquid,07-Aug-25
322,Rinso Deterjen Cair Molto Perfume Essence 510mL,14400,14400,0.0,0.0,510mL,indomaret,rinso-cair-molto-parfume-essence-565ml,07-Aug-25
323,Pepsodent Pasta Gigi Whitening 75G,13200,13200,0.0,0.0,75G,indomaret,pasta-gigi-68202,07-Aug-25
324,Rinso Deterjen Liquid + Molto Korean Strawberry 510mL,14400,14400,0.0,0.0,510mL,indomaret,rinso-deterjen-molto-korean-stroberi,07-Aug-25
325,Rinso Molto Deterjen Cair Royal Gold 510mL,14400,14400,0.0,0.0,510mL,indomaret,rinso-cair-molto-gold-royal-510ml,07-Aug-25
326,Ponds Bright Beauty/Miracle Whip Collagen 100G,47500,47500,0.0,0.0,100G,indomaret,serum-whip-facial-foam-2,07-Aug-25
327,Pepsodent Pasta Gigi Fresh Cool Mint 190G,18900,18900,0.0,0.0,190G,indomaret,pasta-gigi-81077,07-Aug-25
328,Wipol Karbol Sereh & Jeruk 750Ml,20400,20400,0.0,0.0,750Ml,indomaret,pembersih-lantai-ref-1,07-Aug-25
329,Ponds Pembersih Wajah Bright Beauty Niasorcinol 50G,26700,26700,0.0,0.0,50G,indomaret,pembersih-wajah-new-5,07-Aug-25
330,Close Up Pasta Gigi Icy White 160g,35900,35900,0.0,0.0,160g,indomaret,pasta-gigi-70325,07-Aug-25
331,Ponds Pembersih Wajah Charcoal 50G,29500,29500,0.0,0.0,50G,indomaret,pembersih-wajah-new-6,07-Aug-25
332,Lifebuoy Sabun Mandi Cair White 100Ml,18200,18200,0.0,0.0,100Ml,indomaret,body-wash-mildcare-61814,07-Aug-25
333,Wipol Pembersih Lantai Classic Pine 750Ml,28100,28100,0.0,0.0,750Ml,indomaret,karbol-wangi-domestos-71611,07-Aug-25
334,Vixal Pembersih Keramik Pors Biru 750mL,18300,18300,0.0,0.0,750mL,indomaret,pembersih-porselin-41403,07-Aug-25
335,Sunlight Pencuci Piring Higienis Mandarin Orange 600mL,11900,11900,0.0,0.0,600mL,indomaret,sunlight-pencuci-piring-650ml,07-Aug-25
336,Sunsilk Konditioner Co-Creations Soft & Smooth 160mL,36500,36500,0.0,0.0,160mL,indomaret,sunsilk-kondisioner-soft-smooth-160ml,07-Aug-25
337,Pepsodent Pasta Gigi Sensitive Expert Whitening 100G,39900,39900,0.0,0.0,100G,indomaret,pasta-gigi-12201-sensitive,07-Aug-25
338,Pepsodent Action 123 Pasta Gigi Original 190G,30200,30200,0.0,0.0,190G,indomaret,pasta-gigi-88827,07-Aug-25
339,Rinso Deterjen Liquid + Molto Refill Rose Fresh 700Ml,19700,19700,0.0,0.0,700Ml,indomaret,detergent-cair--molto-28099,07-Aug-25
340,Pepsodent Action 123 Pasta Gigi Herbal 190G,25900,25900,0.0,0.0,190G,indomaret,pasta-gigi-new-68203,07-Aug-25
341,Blue Band Margarine Serbaguna 250G,22100,22100,0.0,0.0,250G,indomaret,blue-band-margarine-serbaguna,07-Aug-25
342,Pepsodent Pasta Gigi Sensitive Expert Original 100G,39900,39900,0.0,0.0,100G,indomaret,pepsodent-pasta-gigi-sensitive-expert,07-Aug-25
343,Pepsodent Pencegah Gigi Berlubang Pasta Gigi 120G,13000,13000,0.0,0.0,120G,indomaret,pasta-gigi-72030,07-Aug-25
344,Pepsodent Pencegah Gigi Berlubang Pasta Gigi 75G,7300,7300,0.0,0.0,75G,indomaret,pasta-gigi-72024,07-Aug-25
